SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_1200_94,719400,3385100,358080,1108700,10786,220000,13789,90800,12752,148900,
seq_1200_95,719400,3680600,360189,876700,10775,234500,13497,97000,12196,155600,
seq_1200_96,719400,4117000,363027,746000,10792,187000,13909,101100,13856,139100,
seq_1200_97,719400,3738900,352556,1010200,10771,239200,15432,98700,13537,165700,
seq_1200_98,719400,3799500,360563,814600,10805,199900,15643,93900,13137,166300,
seq_1200_99,719400,3313200,369126,783800,10781,172900,12970,79000,12296,127000,
seq_1250_0,780625,3990700,399574,838700,11321,184900,14321,89200,13249,152100,
seq_1250_1,780625,3743600,387122,816300,11299,246300,14896,93100,12706,160400,
seq_1250_2,780625,3651700,379284,761400,11263,188300,14961,85000,13056,137400,
seq_1250_3,780625,3876000,401933,981300,11328,204800,14095,159600,14743,144900,
seq_1250_4,780625,3656900,379891,772400,11331,174300,14204,82200,13751,126200,
seq_1250_5,780625,4703500,387132,842800,11297,182300,13918,82700,13165,137400,
seq_1250_6,780625,3647600,392283,873200,11308,185000,14197,82100,13162,131800,
seq_1250_7,780625,3760700,390282,798600,11330,177300,13886,83400,12874,138300,
seq_1250_8,780625,4046500,392368,952400,11304,383200,14027,128000,12436,252500,
seq_1250_9,780625,3522600,398192,839000,11339,178900,14207,84700,15050,149100,
seq_1250_10,780625,3473000,397590,1065400,11312,487800,12981,157100,13694,243000,
seq_1250_11,780625,3556500,402857,816700,11352,357300,13365,119900,12597,157600,
seq_1250_12,780625,3848600,390613,798400,11259,191500,14816,84300,14258,136600,
seq_1250_13,780625,3811600,388800,858500,11280,182000,13925,82400,14026,135800,
seq_1250_14,780625,5001700,384229,903800,11254,177000,13296,82500,13617,137800,
seq_1250_15,780625,3473400,394484,795700,11328,181800,13930,82200,16613,145100,
seq_1250_16,780625,3620800,385415,775700,11282,226800,13583,84600,13428,136700,
seq_1250_17,780625,3809400,386982,805100,11292,184500,14886,84900,13469,138900,
seq_1250_18,780625,3653400,380351,868400,11310,182300,13713,81300,12526,138000,
seq_1250_19,780625,3465800,382696,865900,11286,224800,13827,114600,13555,150300,
seq_1250_20,780625,3834800,383252,788200,11306,180500,14312,83700,12026,142000,
seq_1250_21,780625,3955300,390656,916900,11306,221300,13948,94600,13523,159300,
seq_1250_22,780625,3699200,382851,788300,11315,196400,14552,87100,13285,146000,
seq_1250_23,780625,4310800,400152,831600,11330,182600,15242,83700,13777,136700,
seq_1250_24,780625,3527000,397669,796000,11318,185500,14617,82800,14355,138500,
seq_1250_25,780625,5049000,407452,811100,11328,185900,13797,81600,12624,133300,
seq_1250_26,780625,3677300,384639,769700,11358,177100,14117,82300,13120,134500,
seq_1250_27,780625,4670800,388992,794600,11338,193600,14848,87800,14196,148300,
seq_1250_28,780625,3679900,397772,1899800,11342,338700,14425,118900,13809,215400,
seq_1250_29,780625,3514700,392608,814500,11326,192700,15226,82600,13233,143700,
seq_1250_30,780625,5123300,383553,941700,11317,235200,13910,97800,13206,158600,
seq_1250_31,780625,3817900,387870,1401000,11332,259200,14651,85400,13265,135200,
seq_1250_32,780625,3725200,384130,765400,11292,180800,14270,84800,13496,138700,
seq_1250_33,780625,3663500,402525,899200,11292,219600,14492,103800,13420,164900,
seq_1250_34,780625,3712800,386488,780700,11296,182200,13575,83500,13185,133600,
seq_1250_35,780625,3765300,385744,1050000,11256,204200,14412,89200,13186,141300,
seq_1250_36,780625,4635400,391711,1003500,11338,239900,14081,107900,13384,156500,
seq_1250_37,780625,3872100,393019,788400,11323,188500,15754,88200,14809,136800,
seq_1250_38,780625,3665600,383863,857700,11300,194900,13788,100100,14224,138400,
seq_1250_39,780625,4774900,391633,842200,11294,179800,13852,81100,13312,139300,
seq_1250_40,780625,3520700,397863,801600,11299,188600,13597,84300,13328,145600,
seq_1250_41,780625,3603200,392964,805600,11322,405800,14159,111700,13882,183600,
seq_1250_42,780625,3511000,389066,861700,11298,216500,12958,97400,13702,169000,
seq_1250_43,780625,3724300,387512,777000,11310,184900,17746,86800,12351,138400,
seq_1250_44,780625,3913100,377792,1049900,11307,220500,14261,88200,13268,150400,
seq_1250_45,780625,3696100,387738,777500,11321,177300,14733,82800,14134,140100,
seq_1250_46,780625,3814200,388357,1126000,11303,266800,13532,97100,15074,159800,
seq_1250_47,780625,3861800,396624,814600,11310,182200,14601,81900,14032,140300,
seq_1250_48,780625,3993800,386923,792500,11284,256000,14381,94300,12908,149900,
seq_1250_49,780625,3526600,386092,875600,11269,193400,13358,87100,12634,152800,
seq_1250_50,780625,4105800,386749,778200,11311,191700,14492,82900,12610,144600,
seq_1250_51,780625,4555400,392861,790700,11320,205500,14230,91300,12604,133900,
seq_1250_52,780625,4399100,387516,834400,11283,212500,14026,80800,14127,142400,
seq_1250_53,780625,3844000,390233,1141000,11309,290900,15896,110200,13411,226400,
seq_1250_54,780625,3433000,400388,811600,11265,187200,14249,83700,14303,130200,
seq_1250_55,780625,4065500,382551,844700,11279,189500,15938,86000,13919,136700,
seq_1250_56,780625,3475900,399777,820900,11276,179700,13747,81700,13457,132700,
seq_1250_57,780625,4281900,392445,804600,11316,174300,13967,85000,12811,135800,
seq_1250_58,780625,4072900,397206,829500,11331,183600,14800,86300,12265,132700,
seq_1250_59,780625,3887900,378571,758900,11313,183500,14269,85400,12819,131400,
seq_1250_60,780625,3590800,395255,938000,11308,175400,13892,84500,12855,133800,
seq_1250_61,780625,3787700,392552,784400,11290,179200,14898,85900,14447,141300,
seq_1250_62,780625,4567100,404055,1693200,11340,418700,14846,183600,13514,157600,
seq_1250_63,780625,4794300,385263,1213500,11288,282000,14312,124200,13047,197300,
seq_1250_64,780625,4123400,393529,795100,11312,176800,14518,83500,14071,141600,
seq_1250_65,780625,3804700,389106,874600,11288,199900,14898,96800,12701,150200,
seq_1250_66,780625,3735400,387237,774000,11356,249900,15154,103200,13576,173600,
seq_1250_67,780625,3619900,390884,878800,11313,257700,14854,107900,13529,173600,
seq_1250_68,780625,3815600,401068,877900,11300,199900,15122,88200,13067,143400,
seq_1250_69,780625,3750700,404052,901600,11349,237100,14971,94700,13627,143000,
seq_1250_70,780625,3640300,388066,803200,11304,180700,14428,83600,13778,135500,
seq_1250_71,780625,4024800,385182,799900,11319,178300,13523,84300,13097,149900,
seq_1250_72,780625,3389300,399790,809200,11342,191300,15024,81900,14084,134800,
seq_1250_73,780625,3872000,396309,799600,11311,175800,14398,83900,14178,142900,
seq_1250_74,780625,3437200,384949,777000,11294,191900,14925,90300,12707,136300,
seq_1250_75,780625,5456500,389214,940200,11351,173200,14530,84300,13930,136700,
seq_1250_76,780625,3576500,388743,929200,11296,223100,15046,98700,13795,146100,
seq_1250_77,780625,3797600,405868,846700,11324,192500,14719,89900,12511,141100,
seq_1250_78,780625,3706900,391898,823700,11318,226000,14725,94400,12953,150900,
seq_1250_79,780625,3529800,399313,867400,11298,201700,14361,92300,13619,149500,
seq_1250_80,780625,3706200,379862,1244100,11291,246300,14938,104000,12432,179700,
seq_1250_81,780625,3500600,393487,805100,11326,228700,14221,90400,12613,140700,
seq_1250_82,780625,5075100,386890,1146400,11306,213200,14385,99100,13766,221700,
seq_1250_83,780625,3772800,386444,793800,11317,183000,14430,84900,14365,146700,
seq_1250_84,780625,3787700,405040,829500,11306,190800,13952,83000,12747,137200,
seq_1250_85,780625,3766500,392384,826600,11289,183500,13815,82200,16326,151400,
seq_1250_86,780625,3583800,396281,794600,11299,184800,13943,84500,13027,140600,
seq_1250_87,780625,3760200,387508,1028600,11333,353300,14919,98700,12615,255900,
seq_1250_88,780625,3620100,390069,847400,11312,191300,14804,86200,13683,132500,
seq_1250_89,780625,4553700,376343,1308000,11334,180800,13594,82500,13971,145900,
seq_1250_90,780625,3805400,404000,832200,11360,179400,15097,84900,11979,137800,
seq_1250_91,780625,4157300,392215,801000,11287,183200,14186,85600,14192,137400,
seq_1250_92,780625,3402300,404981,900000,11275,202100,13956,89400,14634,147200,
seq_1250_93,780625,4004400,388643,926200,11319,1171500,14365,93400,14636,148700,
seq_1250_94,780625,3704600,391891,919800,11333,286400,14492,96600,14207,185900,
seq_1250_95,780625,3744400,395999,814500,11284,212800,14066,83500,13079,145900,
seq_1250_96,780625,3689000,403445,1004900,11332,223600,14462,112000,14043,222100,
seq_1250_97,780625,4100700,389242,803300,11319,183000,13171,81400,12874,149900,
seq_1250_98,780625,4559000,382530,1158400,11303,250000,14063,100500,13104,299600,
seq_1250_99,780625,4015800,373752,924300,11260,200100,13053,93700,14972,151100,
seq_1300_0,844350,4447200,435361,981800,11835,257500,16024,102800,13444,162300,
seq_1300_1,844350,4199700,435460,1030200,11870,224900,16571,113400,13188,167600,
seq_1300_2,844350,3769900,422881,845600,11823,200300,14968,88300,12904,141700,
seq_1300_3,844350,4426800,411082,946100,11845,224900,14778,90400,13325,214700,
seq_1300_4,844350,4005100,432544,902800,11841,185000,13798,85800,13434,142800,
seq_1300_5,844350,4743200,428035,855000,11797,189700,14699,88700,14087,152500,
seq_1300_6,844350,3917400,417654,854900,11787,202000,14187,97500,13415,157800,
seq_1300_7,844350,3974400,417543,836900,11825,197100,14775,88200,14483,140900,
seq_1300_8,844350,3896500,409084,926500,11818,220200,14789,133000,13069,251800,
seq_1300_9,844350,4991000,423978,848500,11823,207700,13684,88900,13095,145100,
seq_1300_10,844350,4192000,428132,855200,11857,189200,14720,86000,13386,143100,
seq_1300_11,844350,3973700,425829,984400,11839,253500,15360,123100,15745,169400,
seq_1300_12,844350,4731500,423211,869000,11843,193500,14913,87800,12987,138800,
seq_1300_13,844350,4127400,415097,851800,11842,187200,15153,87100,15490,152600,
seq_1300_14,844350,3957100,413562,823900,11846,186900,15952,86900,13721,143400,
seq_1300_15,844350,4122900,425992,1334400,11855,276100,16514,98500,14988,150900,
seq_1300_16,844350,4827400,424524,1035300,11801,226900,14731,107500,15728,175200,
seq_1300_17,844350,5073200,425788,887800,11826,234200,14886,166900,15231,198800,
seq_1300_18,844350,3894200,429391,872400,11823,195700,13818,83800,13776,138100,
seq_1300_19,844350,4161400,431448,871100,11816,220600,16522,92200,13526,142900,
seq_1300_20,844350,3874500,420936,1015200,11820,224700,15495,112500,15884,175100,
seq_1300_21,844350,3833800,425916,969900,11845,183500,14733,88000,13512,141200,
seq_1300_22,844350,4120500,419313,1234700,11874,269600,13846,121100,14373,200500,
seq_1300_23,844350,4068000,416481,934600,11852,208900,16320,93000,12884,145700,
seq_1300_24,844350,5228800,424860,869200,11859,188900,14589,88300,15166,148400,
seq_1300_25,844350,3910300,421454,916400,11840,300500,13971,145700,13380,366700,
seq_1300_26,844350,4294200,430898,863500,11864,193400,13687,89400,13724,139400,
seq_1300_27,844350,4853600,418907,879900,11800,195200,15085,86600,14369,145900,
seq_1300_28,844350,4095800,429798,866900,11843,183700,17023,90000,13657,153000,
seq_1300_29,844350,4748700,413945,943600,11831,196400,13496,93800,16227,155600,
seq_1300_30,844350,4117100,416958,883900,11799,212900,15742,97100,13957,161600,
seq_1300_31,844350,4139000,421863,946700,11790,255600,14420,97000,14030,170200,
seq_1300_32,844350,5564800,418288,1074000,11827,277300,15296,103400,13966,162400,
seq_1300_33,844350,4331300,433014,1035900,11825,285600,16704,103700,14312,175900,
seq_1300_34,844350,4099200,410626,998300,11798,318600,15048,120900,14322,184400,
seq_1300_35,844350,5398100,429581,913900,11819,187100,17385,92100,12800,135700,
seq_1300_36,844350,4072000,439905,888900,11861,198000,13375,87000,14505,144000,
seq_1300_37,844350,4538300,431997,902700,11824,184900,16463,88500,15099,146000,
seq_1300_38,844350,3861900,408723,843300,11847,190800,16937,90000,14570,152600,
seq_1300_39,844350,6453300,414365,1868700,11830,271200,16973,110100,13792,221700,
seq_1300_40,844350,5704400,425079,1049200,11848,246000,14015,121000,14239,214800,
seq_1300_41,844350,5120300,428946,1794800,11797,232600,15577,104100,14718,224400,
seq_1300_42,844350,5355000,419003,1776500,11807,239000,15721,106500,13577,166100,
seq_1300_43,844350,5079200,430948,1398900,11830,230400,14273,107000,13274,171900,
seq_1300_44,844350,4429500,428971,957300,11865,226600,14838,94200,15222,160500,
seq_1300_45,844350,4189300,436353,1669600,11822,354100,13805,165100,13633,199200,
seq_1300_46,844350,3999500,414359,872800,11823,183600,14275,84900,13423,145200,
seq_1300_47,844350,5378900,417269,1129900,11832,250400,14659,121900,14651,217500,
seq_1300_48,844350,3937700,418661,1094600,11855,231600,14970,150200,13908,202600,
seq_1300_49,844350,3858600,419069,918500,11818,199600,15121,87000,14426,142500,
seq_1300_50,844350,4638200,430916,863200,11837,199500,14710,88800,14118,144700,
seq_1300_51,844350,4250400,423465,1199600,11822,256200,14489,120300,13335,198700,
seq_1300_52,844350,3958300,416355,855100,11828,201300,14584,85300,14209,150300,
seq_1300_53,844350,3931200,424666,1515700,11811,231500,15502,97200,13594,158100,
seq_1300_54,844350,4101800,422783,898800,11813,206100,15236,89800,13366,150600,
seq_1300_55,844350,4231500,415069,936300,11823,197300,15369,85900,13735,146300,
seq_1300_56,844350,3964800,423808,892800,11853,197000,16304,88100,13947,145800,
seq_1300_57,844350,5289200,428323,1212500,11827,218800,14419,106600,13740,178900,
seq_1300_58,844350,3900600,424330,965300,11855,237800,15111,102800,13305,214100,
seq_1300_59,844350,4017300,414802,899900,11816,211700,15755,100500,15107,153200,
seq_1300_60,844350,4173000,417681,1031500,11830,274900,14283,91300,14120,146000,
seq_1300_61,844350,4026000,416458,841600,11823,209700,14995,105400,13441,160400,
seq_1300_62,844350,4578100,433678,1393000,11876,321100,15290,115000,16434,194300,
seq_1300_63,844350,5648800,415434,1336500,11842,440700,16050,128900,13279,255300,
seq_1300_64,844350,4182500,425963,906100,11865,194500,15632,92600,12806,149300,
seq_1300_65,844350,5010700,427447,855000,11822,183400,17586,89600,13713,139400,
seq_1300_66,844350,3890700,420072,844500,11899,186900,15361,88900,14284,151200,
seq_1300_67,844350,3840000,420998,892400,11852,189400,15513,87900,17064,154300,
seq_1300_68,844350,3963800,421429,1146300,11811,269400,14897,106400,13984,195900,
seq_1300_69,844350,3917100,421748,942100,11828,206800,14520,96500,14413,143700,
seq_1300_70,844350,6254800,429198,1018200,11831,190800,15048,85000,13253,142500,
seq_1300_71,844350,3968500,409195,1144900,11817,256700,13847,121400,13291,200100,
seq_1300_72,844350,4055800,415831,835700,11860,199800,13976,88800,13833,143500,
seq_1300_73,844350,4200300,420828,1250500,11802,379500,15359,140800,14901,181000,
seq_1300_74,844350,3972200,435466,903500,11837,188700,14640,87200,14513,142800,
seq_1300_75,844350,4351800,416562,931700,11785,208800,14929,95600,13530,146000,
seq_1300_76,844350,4287100,422682,891500,11817,194100,13400,92500,13734,150700,
seq_1300_77,844350,4305000,422247,931900,11839,205400,14215,96100,14637,158700,
seq_1300_78,844350,3809700,430750,893900,11836,234600,15080,93200,14393,147100,
seq_1300_79,844350,3768800,427886,869600,11851,442800,13641,131100,13289,225300,
seq_1300_80,844350,4347500,417661,852100,11780,190100,14498,87400,13549,144600,
seq_1300_81,844350,3995200,422408,994900,11852,240200,16077,94800,13442,150500,
seq_1300_82,844350,4079500,427567,914900,11819,198800,14460,128200,14096,203400,
seq_1300_83,844350,3885600,438898,919700,11829,209700,14087,118300,14191,189200,
seq_1300_84,844350,3848400,426338,876900,11803,213200,16115,95900,13814,168900,
seq_1300_85,844350,4100300,425621,1154400,11836,229900,14858,96700,13760,207200,
seq_1300_86,844350,3881900,421470,870000,11853,203800,14264,97400,14251,150400,
seq_1300_87,844350,5320400,425957,976400,11841,285000,14488,112200,13614,174100,
seq_1300_88,844350,3844500,434566,878400,11869,206300,14251,102100,13070,160000,
seq_1300_89,844350,3853700,431991,867800,11806,203400,14034,90000,14229,149800,
seq_1300_90,844350,3936700,404325,869200,11839,208200,14194,111300,13691,184400,
seq_1300_91,844350,3942000,420724,856300,11834,184400,14344,91200,14802,145000,
seq_1300_92,844350,4649900,409033,841900,11882,186700,15831,90200,15460,149100,
seq_1300_93,844350,3976000,425262,892900,11820,188800,16446,92300,12684,154400,
seq_1300_94,844350,4843700,424548,889800,11803,219900,13960,88300,13971,145700,
seq_1300_95,844350,4329500,425448,1582100,11863,283500,14557,129400,15703,224700,
seq_1300_96,844350,4589700,426860,1500400,11835,362600,15896,113200,14831,239700,
seq_1300_97,844350,4342500,426527,874000,11856,203100,14918,88900,13709,150000,
seq_1300_98,844350,4388200,413746,858200,11835,205300,14117,88500,13234,160400,
seq_1300_99,844350,4068100,421025,851200,11826,189200,15190,87100,14149,138400,
seq_1350_0,910575,4448800,454130,916100,12396,215600,16401,97900,16354,168800,
seq_1350_1,910575,4484900,460727,992300,12399,218400,16133,105400,15852,168000,
seq_1350_2,910575,4736900,452550,950800,12359,198300,14997,88300,14459,153400,
seq_1350_3,910575,4653500,469792,1014300,12348,235600,15212,98600,14814,158600,
seq_1350_4,910575,4288100,449536,955400,12365,197400,15038,89300,15603,149300,
seq_1350_5,910575,4842500,464908,1340900,12354,264000,15368,127000,13631,206000,
seq_1350_6,910575,3707400,473586,1053500,12379,241400,15179,100900,14400,179700,
seq_1350_7,910575,4509600,467430,1019300,12386,212600,15159,99600,14868,167800,
seq_1350_8,910575,5754200,441423,919200,12336,215200,15605,93700,13699,160000,
seq_1350_9,910575,4712200,459476,1010000,12353,209800,15756,100700,16611,164600,
seq_1350_10,910575,4586700,454768,1018800,12380,225100,16055,104400,15603,177600,
seq_1350_11,910575,5368700,468167,1306100,12382,284700,15791,124300,14142,199400,
seq_1350_12,910575,5442800,456508,964800,12396,223700,15512,104800,14663,164800,
seq_1350_13,910575,4172000,454641,993100,12358,241700,14784,101400,14810,164700,
seq_1350_14,910575,4806000,437871,978500,12363,294800,15729,106700,15642,160700,
seq_1350_15,910575,4250300,468102,1014400,12399,234500,14337,89600,15266,164800,
seq_1350_16,910575,4499300,446315,946300,12393,221100,15371,103300,14610,173400,
seq_1350_17,910575,4114400,458902,1330400,12368,375900,15481,169300,14121,316500,
seq_1350_18,910575,4308300,457554,1037600,12364,220500,16320,105200,15357,159600,
seq_1350_19,910575,4618000,447208,936700,12336,200200,18719,97600,14116,143800,
seq_1350_20,910575,4207400,458855,1401100,12347,314600,14370,127300,16217,228000,
seq_1350_21,910575,4290800,452500,931300,12345,198700,16263,90100,14647,147100,
seq_1350_22,910575,4317200,461838,1429900,12371,233100,15043,95900,15307,153400,
seq_1350_23,910575,4328400,463264,1217600,12363,204600,16375,92600,15196,150100,
seq_1350_24,910575,4872800,456229,944200,12335,204200,14854,94900,15788,177500,
seq_1350_25,910575,5727100,460931,974500,12369,256400,15012,103200,13421,165900,
seq_1350_26,910575,4493400,456301,1040600,12358,219300,16027,105200,13864,171500,
seq_1350_27,910575,5523600,472006,1406000,12375,275300,17019,111900,16403,189100,
seq_1350_28,910575,4702200,450131,1528600,12392,326200,15074,104500,14659,181100,
seq_1350_29,910575,4297600,460982,933200,12385,204400,15374,88900,14215,150400,
seq_1350_30,910575,4544300,467760,940800,12367,198900,14854,95900,16136,162800,
seq_1350_31,910575,4132900,467225,936200,12387,218000,17039,93500,14915,150600,
seq_1350_32,910575,4415100,458335,1109300,12388,237100,15261,112200,15142,193200,
seq_1350_33,910575,4313100,465601,1416100,12341,254600,15761,118000,15242,215500,
seq_1350_34,910575,4193200,452780,922700,12353,234900,14524,111700,14055,164600,
seq_1350_35,910575,5178500,453432,1138300,12360,253300,15148,101400,14133,186000,
seq_1350_36,910575,5380100,467052,1689500,12345,395400,14346,127300,16341,191900,
seq_1350_37,910575,4415800,475442,979300,12303,203300,14291,89500,16955,152200,
seq_1350_38,910575,5075400,462326,928900,12399,225900,14411,90900,15639,149500,
seq_1350_39,910575,4322600,461609,937300,12391,377200,14960,150800,15103,206900,
seq_1350_40,910575,4275700,451630,923300,12360,200500,15179,97900,13355,147500,
seq_1350_41,910575,7197400,444682,1861800,12382,336300,17577,154200,15716,219700,
seq_1350_42,910575,4480500,462134,1181700,12373,281600,14627,104300,13926,172500,
seq_1350_43,910575,4287500,440846,901600,12376,193800,15080,97200,14278,152100,
seq_1350_44,910575,5737800,468109,990700,12351,218700,15403,106100,13780,168400,
seq_1350_45,910575,4108700,466147,940500,12372,222900,15220,102400,16064,192400,
seq_1350_46,910575,4309400,436294,879700,12368,259900,15574,104800,15650,172600,
seq_1350_47,910575,4682800,459475,972200,12331,207600,13883,91100,15087,157800,
seq_1350_48,910575,4468700,457156,1025100,12392,226100,15219,99200,14489,165200,
seq_1350_49,910575,4895100,462590,971200,12384,204500,15280,104000,13998,151300,
seq_1350_50,910575,4077200,461181,1164900,12391,257800,15140,101100,14194,200800,
seq_1350_51,910575,4412800,464029,1293700,12329,267400,14109,127500,16235,214300,
seq_1350_52,910575,5068100,471435,940400,12366,234300,17645,89700,14075,151300,
seq_1350_53,910575,4127800,453866,917300,12339,203300,14690,91600,15257,150100,
seq_1350_54,910575,4464000,444638,924200,12367,203900,14301,93000,15052,155400,
seq_1350_55,910575,4844000,467097,1325200,12361,276400,15598,125400,13691,211600,
seq_1350_56,910575,4207300,454659,913800,12363,198400,16310,92300,15074,151000,
seq_1350_57,910575,5447500,472639,1396300,12404,258000,15435,104500,15490,214000,
seq_1350_58,910575,4770200,453844,1386500,12355,329500,15228,128200,13322,212200,
seq_1350_59,910575,4897800,451590,1210100,12398,280100,15280,109300,15261,180000,
seq_1350_60,910575,4467200,460737,1034400,12387,215200,16082,94300,13705,152400,
seq_1350_61,910575,5060100,448330,898700,12358,199200,15330,92900,13995,146900,
seq_1350_62,910575,4452200,454786,951300,12346,194100,14836,91400,15917,154500,
seq_1350_63,910575,4341600,469864,1080400,12365,222300,17851,101500,15569,156200,
seq_1350_64,910575,5066100,468652,981500,12381,206200,15917,94100,15541,159000,
seq_1350_65,910575,4375200,460127,925100,12385,211900,15139,91900,13822,147900,
seq_1350_66,910575,4165600,472022,974400,12368,219700,14944,102100,15466,214200,
seq_1350_67,910575,5500200,468866,1013700,12365,202500,17508,97100,13244,145000,
seq_1350_68,910575,4297300,453865,906200,12400,198300,15692,90900,13868,157700,
seq_1350_69,910575,4750200,462121,954300,12365,200900,15566,92600,13463,148700,
seq_1350_70,910575,4347900,456321,976200,12339,234600,15447,103700,14917,161100,
seq_1350_71,910575,4248300,455055,921700,12371,202900,16105,90200,14602,150400,
seq_1350_72,910575,4555800,450429,930200,12381,202200,15421,93900,15214,154000,
seq_1350_73,910575,4232500,465134,1074300,12303,232300,14213,101500,14695,183900,
seq_1350_74,910575,4568000,456424,1106800,12331,220400,15155,95000,15231,162300,
seq_1350_75,910575,5457100,451150,1205800,12347,286400,16511,108400,14274,190700,
seq_1350_76,910575,4193400,463527,1119800,12381,232300,17085,92900,14203,149700,
seq_1350_77,910575,5092900,461436,950500,12351,197400,16140,87200,13973,232900,
seq_1350_78,910575,4318100,454541,919400,12355,190800,14525,91700,14463,151400,
seq_1350_79,910575,4276900,455289,1173400,12380,227800,16848,128500,15081,182000,
seq_1350_80,910575,4961600,440271,1077600,12404,298500,16832,120000,14590,176100,
seq_1350_81,910575,4085600,453385,919300,12334,238300,16460,89100,13405,148900,
seq_1350_82,910575,4791400,457920,1459900,12368,241500,14358,122300,14391,185700,
seq_1350_83,910575,4338100,457888,1268400,12345,298100,16178,141500,14150,178000,
seq_1350_84,910575,4357200,458545,999100,12359,230500,16133,100300,14880,166700,
seq_1350_85,910575,4905900,442408,950300,12379,207800,15083,99300,14251,162700,
seq_1350_86,910575,4501000,454171,1017700,12358,205300,15170,90600,14662,152700,
seq_1350_87,910575,4776100,451629,921100,12348,221800,17695,102700,18077,160500,
seq_1350_88,910575,5353100,447245,1188600,12398,278400,15096,116400,14377,189000,
seq_1350_89,910575,5162900,440453,1338200,12403,334000,16701,136900,13863,261500,
seq_1350_90,910575,4539600,463427,918700,12317,202400,14983,91700,15540,152900,
seq_1350_91,910575,4792700,451304,944000,12350,198500,15006,89700,13513,151300,
seq_1350_92,910575,4206900,460228,930700,12396,201300,14712,90900,15514,157700,
seq_1350_93,910575,4041100,452689,1051900,12373,229800,14624,107800,14819,168200,
seq_1350_94,910575,4663400,462037,982200,12353,243900,15552,119400,14266,180600,
seq_1350_95,910575,4331400,459588,923700,12341,195200,17891,99500,14609,183100,
seq_1350_96,910575,4887100,447692,1026500,12355,216100,15959,100300,13818,145000,
seq_1350_97,910575,4490200,454177,928900,12379,199600,13907,90800,13806,144600,
seq_1350_98,910575,4378000,454345,920700,12361,192500,14905,91200,16160,154600,
seq_1350_99,910575,4165100,461387,1080500,12339,263200,16265,103800,15165,172900,
seq_1400_0,979300,5036100,498690,1056300,12872,221400,16814,96400,14945,152700,
seq_1400_1,979300,4891500,496231,1132300,12883,250800,16589,111500,15892,180500,
seq_1400_2,979300,4653100,484867,999700,12881,223100,16077,98200,15196,158600,
seq_1400_3,979300,4507800,490889,987400,12907,213000,17506,123500,17235,160700,
seq_1400_4,979300,4910200,484345,989500,12878,214100,15004,94200,14549,160300,
seq_1400_5,979300,4867200,484082,1159300,12852,309400,14796,106000,16277,190200,
seq_1400_6,979300,4759200,488567,1003600,12887,233000,17458,105300,15485,177600,
seq_1400_7,979300,6010200,491549,1358600,12920,209300,17167,96200,15579,150800,
seq_1400_8,979300,4515300,496016,1123000,12892,254400,17460,121700,15037,185400,
seq_1400_9,979300,4743300,492638,1015000,12864,213100,15156,93300,14489,169600,
seq_1400_10,979300,5210800,485803,1036600,12888,259100,16315,106900,14777,168900,
seq_1400_11,979300,4994800,488727,2091200,12885,1905100,16391,108100,15951,188800,
seq_1400_12,979300,4800900,485114,969100,12891,208000,16324,93000,13968,149200,
seq_1400_13,979300,4877000,493998,1015600,12894,220300,16692,99000,16367,162900,
seq_1400_14,979300,5185800,500644,1271200,12915,295800,15436,112900,14992,168500,
seq_1400_15,979300,4585500,494905,1316000,12899,204800,16718,96400,17760,161800,
seq_1400_16,979300,4624600,488180,978800,12924,210600,15058,96300,14269,160000,
seq_1400_17,979300,4749800,479123,1279200,12904,289700,16447,107900,14843,158200,
seq_1400_18,979300,5190000,497170,1129400,12917,232100,16579,109100,18628,174100,
seq_1400_19,979300,6187900,486036,1298100,12891,209700,16766,94200,15626,158500,
seq_1400_20,979300,5709800,479821,974200,12922,208600,16031,97400,15176,161600,
seq_1400_21,979300,4603200,492098,1003400,12920,209800,15209,94900,15429,155200,
seq_1400_22,979300,4555800,501950,1149200,12897,259000,17033,110300,16676,166800,
seq_1400_23,979300,5122500,489982,1013800,12907,224900,16222,96700,16173,154200,
seq_1400_24,979300,4396000,490281,987600,12902,212100,16128,95000,14389,158800,
seq_1400_25,979300,5034300,485922,1020000,12900,228400,16539,127800,16173,164400,
seq_1400_26,979300,4686800,489395,1030300,12912,244700,15985,106800,16144,164300,
seq_1400_27,979300,4370200,483393,996300,12858,229500,15956,97300,15682,155800,
seq_1400_28,979300,5185100,500398,1261900,12908,267100,16743,140400,15326,165500,
seq_1400_29,979300,6133000,491686,1122700,12954,213000,14989,93500,15459,149900,
seq_1400_30,979300,4673600,485326,1010500,12887,201200,17072,93200,14523,158700,
seq_1400_31,979300,4925100,504846,1020000,12945,222500,15553,100000,16381,156000,
seq_1400_32,979300,5091000,480482,1493400,12877,281400,16471,105900,17077,181700,
seq_1400_33,979300,5488500,485115,1253400,12898,395800,15384,193500,15285,308200,
seq_1400_34,979300,5149000,490113,1375200,12901,355000,18736,169000,16290,264500,
seq_1400_35,979300,6700200,478675,2267700,12927,382300,15984,161100,15763,300700,
seq_1400_36,979300,6881200,494455,1136000,12922,233800,17162,110900,15423,176500,
seq_1400_37,979300,5761700,486931,1127400,12932,245300,15963,110400,16199,183600,
